0.5, 0.5, 0.5, 1, 1, 1, 1
0.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
2.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
0.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
2.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
0.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
2.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
0.5, -0.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
1.5, -0.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
2.5, -0.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
3.5, -0.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-0.5, -0.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, 0.5, -0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, 1.5, 0.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
-1.5, 0.5, 1.5, 0.5529411764705883, 0.5725490196078431, 0.6039215686274509, 1
